0,10,10,10,10,10,10,6000,10,10,10,200,10,2000,10,962600,1500
1,10,10,10,10,10,10,6000,10,10,10,200,10,2000,10,962600,1500
2,28,30,38,9,37,34,22458,40,41,36,1539,41,8052,38,3.47082e+06,6283
3,28,30,38,9,37,34,22458,40,41,36,1539,41,8052,38,3.47082e+06,6283
4,43,43,57,8,64,49,34393,64,61,49,2779,59,12192,57,5.29347e+06,9565
5,43,43,57,8,64,49,34393,64,61,49,2779,59,12192,57,5.29347e+06,9565
6,40,38,51,6,60,42,31052,61,55,46,2520,55,11004,55,4.77648e+06,8609
7,40,38,51,6,60,42,31052,61,55,46,2520,55,11004,55,4.77648e+06,8609
8,39,43,50,5,61,40,30843,65,55,45,2580,53,10882,48,4.75851e+06,8578
9,39,43,50,5,61,40,30843,65,55,45,2580,53,10882,48,4.75851e+06,8578
10,35,43,49,5,64,41,30803,71,58,44,2610,51,10847,46,4.73343e+06,8567
11,35,43,49,5,64,41,30803,71,58,44,2610,51,10847,46,4.73343e+06,8567
12,34,38,51,4,64,36,30573,72,64,46,2705,48,10721,46,4.70131e+06,8526
13,34,38,51,4,64,36,30573,72,64,46,2705,48,10721,46,4.70131e+06,8526
14,39,40,46,4,64,35,30786,73,66,43,2795,40,10677,47,4.72562e+06,8563
15,39,40,46,4,64,35,30786,73,66,43,2795,40,10677,47,4.72562e+06,8563
16,38,37,43,4,59,31,30732,74,72,45,2827,37,10639,47,4.70311e+06,8458
17,38,37,43,4,59,31,30732,74,72,45,2827,37,10639,47,4.70311e+06,8458
18,37,37,39,4,57,32,30914,64,68,44,2969,37,10648,43,4.72498e+06,8432
19,37,37,39,4,57,32,30914,64,68,44,2969,37,10648,43,4.72498e+06,8432
20,36,34,40,4,58,30,30675,69,63,45,3010,35,10578,44,4.70085e+06,8427
21,36,34,40,4,58,30,30675,69,63,45,3010,35,10578,44,4.70085e+06,8427
22,38,35,43,4,62,31,30894,68,60,45,3192,33,10605,41,4.72589e+06,8404
23,38,35,43,4,62,31,30894,68,60,45,3192,33,10605,41,4.72589e+06,8404
24,35,38,46,4,66,32,30683,73,57,42,3220,31,10516,43,4.70086e+06,8337
25,35,38,46,4,66,32,30683,73,57,42,3220,31,10516,43,4.70086e+06,8337
26,35,38,45,4,69,31,30813,77,50,40,3363,30,10573,41,4.72692e+06,8379
27,35,38,45,4,69,31,30813,77,50,40,3363,30,10573,41,4.72692e+06,8379
28,35,41,41,4,62,30,30873,76,46,41,3472,29,10614,40,4.7008e+06,8293
29,35,41,41,4,62,30,30873,76,46,41,3472,29,10614,40,4.7008e+06,8293
30,39,37,41,4,64,34,31025,73,44,38,3592,29,10662,45,4.72486e+06,8386
31,39,37,41,4,64,34,31025,73,44,38,3592,29,10662,45,4.72486e+06,8386
32,36,37,37,4,69,33,30820,66,46,38,3620,27,10532,43,4.70069e+06,8424
33,36,37,37,4,69,33,30820,66,46,38,3620,27,10532,43,4.70069e+06,8424
34,40,38,36,4,65,30,30943,67,44,34,3726,30,10510,47,4.7221e+06,8425
35,40,38,36,4,65,30,30943,67,44,34,3726,30,10510,47,4.7221e+06,8425
36,47,38,37,4,64,29,30747,60,45,37,3813,31,10462,46,4.70168e+06,8413
37,47,38,37,4,64,29,30747,60,45,37,3813,31,10462,46,4.70168e+06,8413
38,45,39,40,2,63,28,30866,56,43,36,3943,29,10604,43,4.72432e+06,8492
39,45,39,40,2,63,28,30866,56,43,36,3943,29,10604,43,4.72432e+06,8492
40,49,36,39,2,69,32,30751,51,38,36,4005,32,10537,44,4.70087e+06,8440
41,49,36,39,2,69,32,30751,51,38,36,4005,32,10537,44,4.70087e+06,8440
42,47,35,43,1,76,36,31013,48,42,37,4148,26,10543,45,4.7241e+06,8393
43,47,35,43,1,76,36,31013,48,42,37,4148,26,10543,45,4.7241e+06,8393
44,46,32,42,1,78,36,30853,48,47,39,4218,26,10495,41,4.7019e+06,8313
45,46,32,42,1,78,36,30853,48,47,39,4218,26,10495,41,4.7019e+06,8313
46,43,32,45,1,77,38,30969,49,42,40,4288,27,10537,42,4.72092e+06,8375
47,43,32,45,1,77,38,30969,49,42,40,4288,27,10537,42,4.72092e+06,8375
48,42,32,44,1,83,39,30928,43,35,38,4351,29,10522,36,4.70191e+06,8288
49,42,32,44,1,83,39,30928,43,35,38,4351,29,10522,36,4.70191e+06,8288
50,40,35,43,1,87,35,31015,44,33,35,4456,28,10537,40,4.72195e+06,8287
51,40,35,43,1,87,35,31015,44,33,35,4456,28,10537,40,4.72195e+06,8287
52,39,32,40,1,88,34,30878,42,33,38,4498,27,10412,38,4.70264e+06,8233
53,39,32,40,1,88,34,30878,42,33,38,4498,27,10412,38,4.70264e+06,8233
54,44,30,40,1,95,38,31010,41,28,38,4560,30,10424,38,4.72098e+06,8295
55,44,30,40,1,95,38,31010,41,28,38,4560,30,10424,38,4.72098e+06,8295
56,43,32,39,1,106,38,30942,42,29,41,4589,28,10423,39,4.70234e+06,8315
57,43,32,39,1,106,38,30942,42,29,41,4589,28,10423,39,4.70234e+06,8315
58,43,33,36,1,103,41,31197,43,29,41,4676,30,10455,42,4.72137e+06,8339
59,43,33,36,1,103,41,31197,43,29,41,4676,30,10455,42,4.72137e+06,8339
60,41,28,36,1,97,40,31030,42,31,34,4697,30,10386,38,4.70111e+06,8297
61,41,28,36,1,97,40,31030,42,31,34,4697,30,10386,38,4.70111e+06,8297
62,40,29,36,1,94,37,31161,44,32,35,4768,34,10459,39,4.72077e+06,8361
63,40,29,36,1,94,37,31161,44,32,35,4768,34,10459,39,4.72077e+06,8361
64,41,28,35,1,94,40,30980,43,32,36,4803,30,10338,38,4.70186e+06,8278
65,41,28,35,1,94,40,30980,43,32,36,4803,30,10338,38,4.70186e+06,8278
66,37,26,41,0,95,41,31089,45,31,38,4839,29,10329,40,4.72196e+06,8206
67,37,26,41,0,95,41,31089,45,31,38,4839,29,10329,40,4.72196e+06,8206
68,32,22,45,0,100,45,30927,46,30,38,4903,27,10240,41,4.70164e+06,8186
69,32,22,45,0,100,45,30927,46,30,38,4903,27,10240,41,4.70164e+06,8186
70,32,21,45,0,102,47,31100,42,32,38,4985,26,10303,39,4.72336e+06,8231
71,32,21,45,0,102,47,31100,42,32,38,4985,26,10303,39,4.72336e+06,8231
72,33,20,45,0,98,48,30918,48,33,39,4996,20,10245,41,4.70095e+06,8183
73,33,20,45,0,98,48,30918,48,33,39,4996,20,10245,41,4.70095e+06,8183
74,34,20,44,0,100,48,31031,50,35,42,5042,18,10209,40,4.72399e+06,8254
75,34,20,44,0,100,48,31031,50,35,42,5042,18,10209,40,4.72399e+06,8254
76,33,21,45,0,102,49,30767,48,30,42,5067,19,10163,31,4.70097e+06,8249
77,33,21,45,0,102,49,30767,48,30,42,5067,19,10163,31,4.70097e+06,8249
78,31,20,43,0,103,44,30986,51,31,43,5165,18,10196,29,4.72168e+06,8303
79,31,20,43,0,103,44,30986,51,31,43,5165,18,10196,29,4.72168e+06,8303
80,32,21,44,0,104,38,31036,51,31,40,5209,20,10153,29,4.70028e+06,8313
81,32,21,44,0,104,38,31036,51,31,40,5209,20,10153,29,4.70028e+06,8313
82,29,20,44,0,103,39,31241,48,34,40,5305,20,10248,27,4.72321e+06,8407
83,29,20,44,0,103,39,31241,48,34,40,5305,20,10248,27,4.72321e+06,8407
84,28,20,50,0,106,34,31114,44,34,39,5317,20,10161,30,4.69953e+06,8372
85,28,20,50,0,106,34,31114,44,34,39,5317,20,10161,30,4.69953e+06,8372
86,28,17,53,0,105,38,31250,39,33,41,5406,17,10211,34,4.72178e+06,8509
87,28,17,53,0,105,38,31250,39,33,41,5406,17,10211,34,4.72178e+06,8509
88,28,15,54,0,103,35,31132,40,34,40,5454,16,10160,36,4.70025e+06,8450
89,28,15,54,0,103,35,31132,40,34,40,5454,16,10160,36,4.70025e+06,8450
90,29,19,49,0,105,33,31416,41,33,42,5523,14,10306,33,4.72232e+06,8549
91,29,19,49,0,105,33,31416,41,33,42,5523,14,10306,33,4.72232e+06,8549
92,32,16,47,0,96,35,31327,39,36,35,5535,13,10258,34,4.69867e+06,8524
93,32,16,47,0,96,35,31327,39,36,35,5535,13,10258,34,4.69867e+06,8524
94,32,15,44,0,96,36,31371,40,37,30,5661,12,10340,37,4.7218e+06,8479
95,32,15,44,0,96,36,31371,40,37,30,5661,12,10340,37,4.7218e+06,8479
96,32,14,45,0,95,40,31262,42,39,28,5698,11,10308,34,4.69998e+06,8382
97,32,14,45,0,95,40,31262,42,39,28,5698,11,10308,34,4.69998e+06,8382
98,32,13,45,0,92,42,31340,44,41,27,5732,12,10347,32,4.72071e+06,8424
99,32,13,45,0,92,42,31340,44,41,27,5732,12,10347,32,4.72071e+06,8424
100,30,13,50,0,90,41,31214,46,43,24,5769,11,10339,33,4.70118e+06,8378
101,30,13,50,0,90,41,31214,46,43,24,5769,11,10339,33,4.70118e+06,8378
102,31,13,46,0,88,42,31236,53,37,25,5867,12,10341,32,4.71955e+06,8403
103,31,13,46,0,88,42,31236,53,37,25,5867,12,10341,32,4.71955e+06,8403
104,31,12,45,0,84,43,31113,49,37,28,5891,12,10359,37,4.70099e+06,8433
105,31,12,45,0,84,43,31113,49,37,28,5891,12,10359,37,4.70099e+06,8433
106,29,13,43,0,85,39,31245,45,39,28,5977,13,10427,34,4.7209e+06,8471
107,29,13,43,0,85,39,31245,45,39,28,5977,13,10427,34,4.7209e+06,8471
108,24,13,44,0,84,39,31046,48,42,28,6006,13,10371,35,4.69913e+06,8408
109,24,13,44,0,84,39,31046,48,42,28,6006,13,10371,35,4.69913e+06,8408
110,23,13,48,0,84,42,31230,48,39,25,6084,15,10406,32,4.72315e+06,8383
111,23,13,48,0,84,42,31230,48,39,25,6084,15,10406,32,4.72315e+06,8383
112,23,12,49,0,82,45,31115,50,36,24,6128,17,10410,31,4.69794e+06,8286
113,23,12,49,0,82,45,31115,50,36,24,6128,17,10410,31,4.69794e+06,8286
114,21,14,42,0,86,42,31170,48,42,22,6191,16,10497,27,4.72101e+06,8329
115,21,14,42,0,86,42,31170,48,42,22,6191,16,10497,27,4.72101e+06,8329
116,20,13,43,0,91,43,31028,45,41,22,6238,20,10488,29,4.69902e+06,8305
117,20,13,43,0,91,43,31028,45,41,22,6238,20,10488,29,4.69902e+06,8305
118,15,13,44,0,94,41,31199,50,38,22,6270,18,10570,29,4.72201e+06,8390
119,15,13,44,0,94,41,31199,50,38,22,6270,18,10570,29,4.72201e+06,8390
