0	2.4811717871389594e-13	2.6175877539444707e-11
1	2.48613909635846e-13	2.618263040347435e-11
2	2.491116350137611e-13	2.61893654891047e-11
3	2.496103568385435e-13	2.6196097477809226e-11
4	2.501100771050819e-13	2.620284105106537e-11
5	2.506107978122563e-13	2.6209594647376974e-11
6	2.5111252096295115e-13	2.6216360951660367e-11
7	2.5161524856406043e-13	2.6223123188112562e-11
8	2.521189826264935e-13	2.6229909624590964e-11
9	2.526237251651883e-13	2.6236698475810562e-11
10	2.5312947819911623e-13	2.6243491148663643e-11
11	2.5363624375128845e-13	2.6250292530779647e-11
12	2.541440238487687e-13	2.62571090341302e-11
13	2.5465282052267904e-13	2.6263938789584973e-11
14	2.5516263580820487e-13	2.6270761136131582e-11
15	2.556734717446089e-13	2.6277603337609358e-11
16	2.561853303752365e-13	2.628445438518546e-11
17	2.5669821374752103e-13	2.6291313111810313e-11
18	2.5721212391299757e-13	2.6298180387314005e-11
19	2.5772706292730737e-13	2.6305054865645072e-11
20	2.582430328502081e-13	2.6311935455475614e-11
21	2.5876003574557837e-13	2.6318829718894914e-11
22	2.5927807368143127e-13	2.6325733413588096e-11
23	2.597971487299201e-13	2.6332648700556397e-11
24	2.6031726296734395e-13	2.6339564859326725e-11
25	2.608384184741613e-13	2.6346497174509462e-11
26	2.613606173349959e-13	2.6353425866036014e-11
27	2.6188386163864184e-13	2.636038145773474e-11
28	2.6240815347807807e-13	2.6367329481396726e-11
29	2.629334949504735e-13	2.637429869682551e-11
30	2.634598881571929e-13	2.6381271657857617e-11
31	2.639873352038106e-13	2.638824984397605e-11
32	2.6451583820011644e-13	2.6395244128518465e-11
33	2.6504539926012126e-13	2.6402247862662427e-11
34	2.6557602050207086e-13	2.640925169234334e-11
35	2.66107704048451e-13	2.6416270480041776e-11
36	2.666404520259974e-13	2.6423294514219855e-11
37	2.6717426656570075e-13	2.6430343032812107e-11
38	2.677091498028209e-13	2.64373759713735e-11
39	2.6824510387689243e-13	2.6444431357545582e-11
40	2.6878213093173046e-13	2.6451498646060834e-11
41	2.6932023311544474e-13	2.6458570437089574e-11
42	2.698594125804458e-13	2.6465656885953026e-11
43	2.7039967148345014e-13	2.6472735939858505e-11
44	2.709410119854951e-13	2.6479844786085555e-11
45	2.714834362519444e-13	2.648695652864665e-11
46	2.7202694645249383e-13	2.6494069318835252e-11
47	2.725715447611858e-13	2.650119078160889e-11
48	2.731172333564153e-13	2.650833359887483e-11
49	2.736640144209355e-13	2.6515482017430378e-11
50	2.7421189014187223e-13	2.6522630331732505e-11
51	2.7476086271072903e-13	2.6529794844463222e-11
52	2.7531093432339805e-13	2.6536969856865787e-11
53	2.7586210718016445e-13	2.65441595577863e-11
54	2.7641438348572125e-13	2.655133765014364e-11
55	2.7696776544917535e-13	2.6558543364878818e-11
56	2.775222552840535e-13	2.6565756650505307e-11
57	2.780778552083166e-13	2.657297586198669e-11
58	2.7863456744436614e-13	2.6580207034776916e-11
59	2.791923942190498e-13	2.658743562384649e-11
60	2.797513377636763e-13	2.6594690148431524e-11
61	2.803114003140216e-13	2.660194273497637e-11
62	2.8087258411033464e-13	2.6609213071422225e-11
63	2.814348913973523e-13	2.661648273896538e-11
64	2.8199832442430547e-13	2.662376516065007e-11
65	2.82562885444925e-13	2.6631064243255536e-11
66	2.8312857671745663e-13	2.6638372340983793e-11
67	2.836954005046662e-13	2.6645676160280068e-11
68	2.8426335907385063e-13	2.6653001264431095e-11
69	2.8483245469684295e-13	2.6660331218146984e-11
70	2.8540268965002726e-13	2.6667680820030853e-11
71	2.8597406621434525e-13	2.6675019867940973e-11
72	2.865465866753018e-13	2.6682381086850274e-11
73	2.8712025332298065e-13	2.6689755009651015e-11
74	2.8769506845205e-13	2.669713536144849e-11
75	2.8827103436176903e-13	2.6704522302702963e-11
76	2.888481533560033e-13	2.671191902752314e-11
77	2.8942642774323047e-13	2.6719320598822962e-11
78	2.9000585983654676e-13	2.672673937177829e-11
79	2.9058645195368236e-13	2.673416852104582e-11
80	2.911682064170075e-13	2.674160905930298e-11
81	2.9175112555353866e-13	2.674904854908381e-11
82	2.923352116949543e-13	2.6756503489566187e-11
83	2.9292046717759963e-13	2.6763966560836525e-11
84	2.935068943424984e-13	2.6771443145521262e-11
85	2.94094495535358e-13	2.6778929748285388e-11
86	2.946832731065849e-13	2.678641956218193e-11
87	2.952732294112912e-13	2.679392372778224e-11
88	2.958643668093009e-13	2.680143768341043e-11
89	2.964566876651653e-13	2.680895400727874e-11
90	2.9705019434816966e-13	2.6816487609485357e-11
91	2.9764488923233933e-13	2.6824031343093484e-11
92	2.982407746964557e-13	2.683158512727125e-11
93	2.988378531240625e-13	2.6839148489860078e-11
94	2.99436126903472e-13	2.6846708775570652e-11
95	3.000355984277812e-13	2.6854302167239035e-11
96	3.0063627009487803e-13	2.686188001192644e-11
97	3.012381443074478e-13	2.6869487562437213e-11
98	3.018412234729892e-13	2.6877100234791047e-11
99	3.024455100038196e-13	2.6884711274703842e-11
100	3.030510063170871e-13	2.689234571352922e-11
101	3.0365771483477547e-13	2.689998491019268e-11
102	3.042656379837207e-13	2.6907631440632075e-11
103	3.0487477819561724e-13	2.6915294686828254e-11
104	3.054851379070245e-13	2.692296261584779e-11
105	3.060967195593833e-13	2.6930641930784754e-11
106	3.06709525599022e-13	2.6938321053285046e-11
107	3.0732355847716343e-13	2.6946029386828154e-11
108	3.07938820649941e-13	2.6953734922476758e-11
109	3.0855531457840526e-13	2.6961450535761286e-11
110	3.091730427285305e-13	2.6969181572325093e-11
111	3.097920075712313e-13	2.697692164089395e-11
112	3.104122115823688e-13	2.69846662258473e-11
113	3.1103365724275767e-13	2.6992429408754126e-11
114	3.1165634703818255e-13	2.7000188629693887e-11
115	3.1228028345940337e-13	2.7007975548497237e-11
116	3.129054690021677e-13	2.7015758572121256e-11
117	3.1353190616721627e-13	2.7023558593662643e-11
118	3.141595974602997e-13	2.7031371296252367e-11
119	3.147885453921851e-13	2.7039179046704662e-11
120	3.1541875247866273e-13	2.7047009610331863e-11
121	3.1605022124056285e-13	2.7054852490927482e-11
122	3.166829542037624e-13	2.7062699697497335e-11
123	3.1731695389919194e-13	2.7070557660531977e-11
124	3.1795222286285216e-13	2.7078426174497306e-11
125	3.185887636358207e-13	2.7086305104016773e-11
126	3.192265787642594e-13	2.7094190693099116e-11
127	3.1986567079943065e-13	2.7102094779643893e-11
128	3.2050604229770334e-13	2.7110005043121724e-11
129	3.211476958205655e-13	2.71179169751697e-11
130	3.217906339346297e-13	2.712584926846882e-11
131	3.224348592116505e-13	2.71337914014358e-11
132	3.2308037422853083e-13	2.714173967735474e-11
133	3.2372718156732935e-13	2.7149700807348837e-11
134	3.243752838152775e-13	2.7157674581194684e-11
135	3.25024683564786e-13	2.716565403620089e-11
136	3.256753834134526e-13	2.7173636862513552e-11
137	3.263273859640785e-13	2.718164860531637e-11
138	3.269806938246761e-13	2.7189650987520666e-11
139	3.276353096084753e-13	2.7197680234652815e-11
140	3.282912359339411e-13	2.720570732928034e-11
141	3.2894847542478093e-13	2.7213754119141917e-11
142	3.296070307099512e-13	2.7221812003845647e-11
143	3.302669044236751e-13	2.722986811777767e-11
144	3.3092809920544844e-13	2.7237935434585612e-11
145	3.3159061770005214e-13	2.7246029576861644e-11
146	3.3225446255755875e-13	2.725412108932951e-11
147	3.329196364333499e-13	2.7262226512614482e-11
148	3.335861419881229e-13	2.7270341458999694e-11
149	3.342539818878985e-13	2.7278470141766227e-11
150	3.349231588040385e-13	2.728660301066998e-11
151	3.3559367541325243e-13	2.729475007793653e-11
152	3.3626553439760533e-13	2.730290166949614e-11
153	3.369387384445351e-13	2.731107840461558e-11
154	3.3761329024686e-13	2.731925406083252e-11
155	3.382891925027857e-13	2.7327440516030395e-11
156	3.389664479159233e-13	2.7335639926614187e-11
157	3.396450591952965e-13	2.7343849307886852e-11
158	3.4032502905534906e-13	2.7352074293005302e-11
159	3.4100636021596227e-13	2.7360306842109383e-11
160	3.4168905540246167e-13	2.7368544490757864e-11
161	3.4237311734563015e-13	2.737679176749232e-11
162	3.4305854878171394e-13	2.7385060482917144e-11
163	3.437453524524408e-13	2.7393336756836306e-11
164	3.4443353110502766e-13	2.740161074363351e-11
165	3.4512308749218744e-13	2.740991532371391e-11
166	3.4581402437214777e-13	2.7418220515833298e-11
167	3.465063445086584e-13	2.7426529367801315e-11
168	3.4720005067099817e-13	2.74348665230129e-11
169	3.47895145633994e-13	2.7443193670221882e-11
170	3.485916321780277e-13	2.745154705499789e-11
171	3.4928951308904397e-13	2.7459915488867488e-11
172	3.4998879115856857e-13	2.7468269064318064e-11
173	3.5068946918371587e-13	2.74766627645007e-11
174	3.513915499671964e-13	2.7485048100591642e-11
175	3.520950363173355e-13	2.749345173968017e-11
176	3.527999310480793e-13	2.7501867219289336e-11
177	3.535062369790091e-13	2.751028272292799e-11
178	3.542139569353469e-13	2.7518726081942047e-11
179	3.5492309374797464e-13	2.752717316468699e-11
180	3.556336502534418e-13	2.7535621048458387e-11
181	3.563456292939728e-13	2.7544094794522146e-11
182	3.5705903371748587e-13	2.7552568835033342e-11
183	3.5777386637760103e-13	2.756106514373206e-11
184	3.5849013013364716e-13	2.7569559834048867e-11
185	3.5920782785068163e-13	2.757807558372727e-11
186	3.5992696239949733e-13	2.7586597156224796e-11
187	3.6064753665663093e-13	2.7595126031204204e-11
188	3.613695535043815e-13	2.760367711076583e-11
189	3.620930158308189e-13	2.7612227059946753e-11
190	3.6281792652979055e-13	2.7620792701559248e-11
191	3.6354428850094154e-13	2.762937174254092e-11
192	3.6427210464972073e-13	2.763796353281767e-11
193	3.650013778873949e-13	2.7646558811390814e-11
194	3.657321111310553e-13	2.765517469993469e-11
195	3.6646430730363716e-13	2.7663791507618924e-11
196	3.6719796933392744e-13	2.7672417844793988e-11
197	3.679331001565725e-13	2.7681071311038515e-11
198	3.6866970271209805e-13	2.768972835778776e-11
199	3.694077799469163e-13	2.7698387519267865e-11
200	3.7014733481333476e-13	2.7707072351415195e-11
201	3.708883702695751e-13	2.7715749111358735e-11
202	3.7163088927978123e-13	2.772445510596839e-11
203	3.723748948140276e-13	2.7733170047563336e-11
204	3.7312038984833875e-13	2.774189428037207e-11
205	3.7386737736469687e-13	2.7750618847940364e-11
206	3.7461586035105046e-13	2.775937025259588e-11
207	3.753658418013337e-13	2.7768119738904338e-11
208	3.7611732471547343e-13	2.7776890176845752e-11
209	3.768703120994035e-13	2.7785676806533038e-11
210	3.776248069650717e-13	2.779445095191407e-11
211	3.783808123304599e-13	2.7803267961298604e-11
212	3.7913833121959186e-13	2.7812071887940226e-11
213	3.7989736666254124e-13	2.782089602300709e-11
214	3.8065792169545236e-13	2.7829737121715322e-11
215	3.814199993605476e-13	2.7838574050307207e-11
216	3.8218360270613576e-13	2.7847442103513798e-11
217	3.829487347866327e-13	2.7856305243669405e-11
218	3.8371539866256893e-13	2.7865191884854122e-11
219	3.844835974005984e-13	2.7874077299982065e-11
220	3.8525333407351827e-13	2.7882987714097414e-11
221	3.8602461176027747e-13	2.7891897824356834e-11
222	3.867974335459852e-13	2.7900826879295438e-11
223	3.8757180252193097e-13	2.7909770384818512e-11
224	3.8834772178559144e-13	2.7918710862227115e-11
225	3.891251944406462e-13	2.792768042732542e-11
226	3.899042235969841e-13	2.7936650226724013e-11
227	3.906848123707241e-13	2.794563463082663e-11
228	3.914669638842236e-13	2.795463535059052e-11
229	3.92250681266087e-13	2.79636346476426e-11
