0	1.9843055897889837e-15
5	4.249113933132854e-8
10	2.2627997210801683e-7
15	6.86138526242023e-7
20	1.632052540115832e-6
25	3.523688435533586e-6
30	7.097682160901456e-6
35	0.000013672172967161797
40	0.00002617144697662934
45	0.000046726521270390946
50	0.00008572201208038394
55	0.00017339852305714757
60	0.00022712054567731852
65	0.00036187907659612306
70	0.0005018431288747343
75	0.0006431871916607961
80	0.0007704288254734297
85	0.0008678143902055834
90	0.0009803493853657744
95	0.0012463600712477286
100	0.0019394982538299768
105	0.003538956968948586
110	0.006729760362447863
115	0.012197961646834685
120	0.020167723328497957
125	0.03003726345835885
130	0.04033093628335351
135	0.048866539803453304
140	0.05448930899279615
145	0.055853288776308234
150	0.05385577226624795
155	0.048948663696610266
160	0.04263870018875097
165	0.03576885389669389
170	0.029133591296597615
175	0.023299241379872736
180	0.018359561983065653
185	0.01433711271353746
190	0.011189713707778493
195	0.008766987193901761
200	0.00692707240830452
205	0.005552096656730505
210	0.0045333796879322786
215	0.003780792591174961
220	0.0032262513575390538
225	0.0028184051475504553
230	0.0025173239112924652
235	0.0022936987042390423
240	0.002126263460971552
245	0.0019996696117578496
250	0.0019026784827790605
255	0.001827177532057131
260	0.001767371267457151
265	0.0017192038728434703
270	0.0016796860744653442
275	0.0016466699990201358
280	0.0016186157354766276
285	0.0015944269942891995
290	0.0015732848972957213
295	0.0015545867230721518
300	0.0015378862841047777
