0.	0.	0.0002931769601037863
1.	1.5106399782682909e-6	0.0003127695536775657
2.	3.114442623475597e-6	0.0003335674101560823
3.	4.817136975219588e-6	0.00035564425477951575
4.	6.624802293811472e-6	0.0003790782684159465
5.	8.543889203838317e-6	0.0004039523497635582
6.	0.000010581242080297166	0.00043035439203959174
7.	0.00001274412274596763	0.0004583775748261738
8.	0.00001504023555191402	0.00048812067175476513
9.	0.00001747775391630544	0.0005196883747193287
10.	0.000020065348400101766	0.0005531916353126508
11.	0.000022812216401561748	0.0005887480241796942
12.	0.000025728113554970526	0.0006264821089754243
13.	0.000028823386922437956	0.0006665258516010447
14.	0.000032109010071063565	0.0007090190253706839
15.	0.00003559662013117124	0.0007541096527287069
16.	0.00003929855693465478	0.0008019544640942111
17.	0.00004322790433570706	0.0008527193783518222
18.	0.00004739853381928725	0.0009065800054342473
19.	0.000051825150505562324	0.0009637221713494476
20.	0.000056523341661182474	0.0010243424658905914
21.	0.00006150962783055005	0.0010886488131265496
22.	0.00006680151670214068	0.0011568610646004616
23.	0.00007241755982634851	0.0012292116149590856
24.	0.00007837741230215498	0.0013059460394908768
25.	0.00008470189555005279	0.0013873237527597991
26.	0.0000914130632879653	0.0014736186871777894
27.	0.00009853427082524677	0.0015651199899535241
28.	0.00010609024778706964	0.001662132736379645
29.	0.00011410717437742218	0.0017649786568645909
30.	0.0001226127612833541	0.0018739968744670625
31.	0.00013163633331579475	0.0019895446489378316
32.	0.00014120891687297978	0.002111998122400429
33.	0.00015136333130098275	0.0022417530607927896
34.	0.00016213428421175204	0.002379225584027895
35.	0.0001735584708020655	0.0025248528764926573
36.	0.00018567467719656525	0.002679093867968347
37.	0.00019852388781411764	0.0028424298732985594
38.	0.0002121493967287198	0.0030153651771256244
39.	0.0002265969229635604	0.0031984275477353117
40.	0.00024191472961912236	0.003392168661462982
41.	0.00025815374669282845	0.0035971644161911613
42.	0.0002753676973980795	0.003814015109177819
43.	0.0002936132277339796	0.004043345450766122
44.	0.0003129500389929121	0.004285804381412167
45.	0.0003334410228207161	0.004542064654903595
46.	0.0003551523983627786	0.004812822145612626
47.	0.0003781538509381537	0.005098794832126363
48.	0.00040251867158207043	0.005400721403635012
49.	0.0004283238966841411	0.00571935942906626
50.	0.0004556504468244744	0.006055483022191559
51.	0.00048458326377202675	0.006409879928895745
52.	0.0005152114444582385	0.006783347955642479
53.	0.0005476283705737334	0.007176690651094203
54.	0.0005819318322561829	0.007590712146144129
55.	0.000618224144143068	0.008026211051671698
