0.99,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.99,0.0,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.0,0.99,0.0025,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0
0.0,0.0025,0.0025,0.99,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
0.0025,0.0,0.0,0.0,0.99,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0
0.0,0.0025,0.0,0.0,0.0025,0.99,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0
0.0,0.0,0.0025,0.0,0.0025,0.0,0.99,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
0.0,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025
0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0
0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.99,0.0,0.0025,0.0,0.0025,0.0,0.0
0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.99,0.0025,0.0,0.0,0.0025,0.0
0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.99,0.0,0.0,0.0,0.0025
0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.99,0.0025,0.0025,0.0
0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0,0.0025,0.99,0.0,0.0025
0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0025,0.0,0.99,0.0025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.99
